2012,FPT,International Conference on Field-Programmable Technology,C,Computer System and High Performance Computing,,,
2012,CODES+ISSS,International Conference on Hardware/Software Codesign & System Synthesis,C,Computer System and High Performance Computing,,,
2012,HiPC,International Conference on High Performance Computing,C,Computer System and High Performance Computing,,,
2012,ICPADS,International Conference on Parallel and Distributed Systems,C,Computer System and High Performance Computing,,,
2012,ISCAS,International Symposium on Circuits and Systems,C,Computer System and High Performance Computing,,,
2012,ISLPED,International Symposium on Low Power Electronics and Design,C,Computer System and High Performance Computing,,,
2012,ISPD,International Symposium on Physical Design,C,Computer System and High Performance Computing,,,
2012,ITC,International Test Conference,C,Computer System and High Performance Computing,,,
2012,HOTI,Symposium on High-Performance Interconnects,C,Computer System and High Performance Computing,,,
2012,VTS,VLSI Test Symposium,C,Computer System and High Performance Computing,,,
2012,MOBICOM,ACM International Conference on Mobile Computing and Networking,A,Computer Network,,,
2012,SIGCOMM,"ACM International Conference on the applications, technologies, architectures, and protocols for computer communication",A,Computer Network,,,
2012,INFOCOM,IEEE International Conference on Computer Communications,A,Computer Network,,,
2012,SenSys,ACM Conference on Embedded Networked Sensor Systems,B,Computer Network,,,
2012,CoNEXT,ACM International Conference on emerging Networking EXperiments and Technologies,B,Computer Network,,,
2012,SECON,IEEE Communications Society Conference on Sensor and Ad Hoc Communications and Networks,B,Computer Network,,,
2012,IPSN,International Conference on Information Processing in Sensor Networks,B,Computer Network,,,
2012,ICNP,International Conference on Network Protocols,B,Computer Network,,,
2012,MobiHoc,International Symposium on Mobile Ad Hoc Networking and Computing,B,Computer Network,,,
2012,MobiSys,"International Conference on Mobile Systems, Applications, and Services",B,Computer Network,,,
2012,IWQoS,International Workshop on Quality of Service,B,Computer Network,,,
2012,IMC,Internet Measurement Conference,B,Computer Network,,,
2012,NOSSDAV,Network and Operating System Support for Digital Audio and Video,B,Computer Network,,,
2012,NSDI,Symposium on Network System Design and Implementation,B,Computer Network,,,
2012,ANCS,Architectures for Networking and Communications Systems,C,Computer Network,,,
2012,FORTE,Formal Techniques for Networked and Distributed Systems,C,Computer Network,,,
2012,LCN,IEEE Conference on Local Computer Networks,C,Computer Network,,,
2012,Globecom,"IEEE Global Communications Conference, incorporating the Global Internet Symposium",C,Computer Network,,,
2012,ICC,IEEE International Conference on Communications,C,Computer Network,,,
2012,ICCCN,IEEE International Conference on Computer Communications and Networks,C,Computer Network,,,
2012,MASS,IEEE International Conference on Mobile Ad hoc and Sensor Systems,C,Computer Network,,,
2012,P2P,IEEE International Conference on P2P Computing,C,Computer Network,,,
2012,IPCCC,IEEE International Performance Computing and Communications Conference,C,Computer Network,,,
2012,WoWMoM,IEEE International Symposium on a World of Wireless Mobile and Multimedia Networks,C,Computer Network,,,
2012,ISCC,IEEE Symposium on Computers and Communications,C,Computer Network,,,
2012,WCNC,IEEE Wireless Communications & Networking Conference,C,Computer Network,,,
2012,Networking,IFIP International Conferences on Networking,C,Computer Network,,,
2012,IM,IFIP/IEEE International Symposium on Integrated Network Management,C,Computer Network,,,
2012,MSWiM,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",C,Computer Network,,,
2012,NOMS,Asia-Pacific Network Operations and Management Symposium,C,Computer Network,,,
2012,HotNets,The Workshop on Hot Topics in Networks,C,Computer Network,,,
2012,CCS,ACM Conference on Computer and Communications Security,A,Network and Information Security,,,
2012,CRYPTO,International Cryptology Conference,A,Network and Information Security,,,
2012,EUROCRYPT,European Cryptology Conference,A,Network and Information Security,,,
2012,S&P,IEEE Symposium on Security and Privacy,A,Network and Information Security,,,
2012,USENIX Security,Usenix Security Symposium,A,Network and Information Security,,,
2012,ACSAC,Annual Computer Security Applications Conference,B,Network and Information Security,,,
2012,ASIACRYPT,Annual International Conference on the Theory and Application of Cryptology and Information Security,B,Network and Information Security,,,
2012,ESORICS,European Symposium on Research in Computer Security,B,Network and Information Security,,,
2012,FSE,Fast Software Encryption,B,Network and Information Security,,,
2012,NDSS,ISOC Network and Distributed System Security Symposium,B,Network and Information Security,,,
2012,CSFW,IEEE Computer Security Foundations Workshop,B,Network and Information Security,,,
2012,RAID,International Symposium on Recent Advances in Intrusion Detection,B,Network and Information Security,,,
2012,PKC,International Workshop on Practice and Theory in Public Key Cryptography,B,Network and Information Security,,,
2012,DSN,The International Conference on Dependable Systems and Networks,B,Network and Information Security,,,
2012,TCC,Theory of Cryptography Conference,B,Network and Information Security,,,
2012,SRDS,IEEE International Symposium on Reliable Distributed Systems,B,Network and Information Security,,,
2012,CHES,Workshop on Cryptographic Hardware and Embedded Systems,B,Network and Information Security,,,
2012,WiSec,ACM Conference on Security and Privacy in Wireless and Mobile Networks,C,Network and Information Security,,,
2012,IH&MMSec,ACM Multimedia and Security Workshop,C,Network and Information Security,,,
2012,SACMAT,ACM Symposium on Access Control Models and Technologies,C,Network and Information Security,,,
2012,AsiaCCS,"ACM Symposium on Information, Computer and Communications Security",C,Network and Information Security,,,
2012,DRM,ACM Workshop on Digital Rights Management,C,Network and Information Security,,,
2012,ACNS,Applied Cryptography and Network Security,C,Network and Information Security,,,
2012,ACISP,Australasia Conference on Information Security and Privacy,C,Network and Information Security,,,
2012,DFRWS,Digital Forensic Research Workshop,C,Network and Information Security,,,
2012,FC,Financial Cryptography and Data Security,C,Network and Information Security,,,
2012,DIMVA,Detection of Intrusions and Malware & Vulnerability Assessment,C,Network and Information Security,,,
2012,SEC,IFIP International Information Security Conference,C,Network and Information Security,,,
2012,IFIP WG 11.9,IFIP WG 11.9 International Conference on Digital Forensics,C,Network and Information Security,,,
2012,ISC,Information Security Conference,C,Network and Information Security,,,
2012,SecureComm,International Conference on Security and Privacy in Communication Networks,C,Network and Information Security,,,
2012,NSPW,New Security Paradigms Workshop,C,Network and Information Security,,,
2012,CT-RSA,"RSA Conference, Cryptographers' Track",C,Network and Information Security,,,
2012,SOUPS,Symposium On Usable Privacy and Security,C,Network and Information Security,,,
2012,HotSec,USENIX Workshop on Hot Topics in Security,C,Network and Information Security,,,
2012,SAC,Selected Areas in Cryptography,C,Network and Information Security,,,
2012,TrustCom,"IEEE International Conference on Trust, Security and Privacy in Computing and Communications",C,Network and Information Security,,,
2012,FSE/ESEC,ACM SIGSOFT Symposium on the Foundation of Software Engineering/ European Software Engineering Conference,A,"Software engineering, System software and Programming language",,,
2012,OOPSLA,"Conference on Object-Oriented Programming Systems, Languages, and Applications ",A,"Software engineering, System software and Programming language",,,
2012,ICSE,International Conference on Software Engineering,A,"Software engineering, System software and Programming language",,,
2012,OSDI,USENIX Symposium on Operating Systems Design and Implementations,A,"Software engineering, System software and Programming language",,,
2012,PLDI,ACM SIGPLAN Symposium on Programming Language Design & Implementation,A,"Software engineering, System software and Programming language",,,
2012,POPL,ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,A,"Software engineering, System software and Programming language",,,
2012,SOSP,ACM Symposium on Operating Systems Principles,A,"Software engineering, System software and Programming language",,,
2012,ECOOP,European Conference on Object-Oriented Programming,B,"Software engineering, System software and Programming language",,,
2012,ETAPS,European Joint Conferences on Theory and Practice of Software,B,"Software engineering, System software and Programming language",,,
2012,FM,"Formal Methods, World Congress ",B,"Software engineering, System software and Programming language",,,
2012,ICPC,IEEE International Conference on Program Comprehension,B,"Software engineering, System software and Programming language",,,
2012,RE,IEEE International Requirement Engineering Conference,B,"Software engineering, System software and Programming language",,,
2012,CAiSE,International Conference on Advanced Information Systems Engineering,B,"Software engineering, System software and Programming language",,,
2012,ASE,International Conference on Automated Software Engineering,B,"Software engineering, System software and Programming language",,,
2012,ICFP,International Conference on Function Programming,B,"Software engineering, System software and Programming language",,,
2012,LCTES,"International Conference on Languages, Compilers, Tools and Theory for Embedded Systems ",B,"Software engineering, System software and Programming language",,,
2012,MoDELS,International Conference on Model Driven Engineering Languages and Systems,B,"Software engineering, System software and Programming language",,,
2012,CP,International Conference on Principles and Practice of Constraint Programming,B,"Software engineering, System software and Programming language",,,
2012,ICSOC,International Conference on Service Oriented Computing,B,"Software engineering, System software and Programming language",,,
2012,ICSME,International. Conference on Software Maintenance,B,"Software engineering, System software and Programming language",,,
2012,VMCAI,"International Conference on Verification, Model Checking, and Abstract Interpretation ",B,"Software engineering, System software and Programming language",,,
2012,ICWS,International Conference on Web Services (Research Track),B,"Software engineering, System software and Programming language",,,
2012,SAS,International Static Analysis Symposium,B,"Software engineering, System software and Programming language",,,
2012,ISSRE,International Symposium on Software Reliability Engineering,B,"Software engineering, System software and Programming language",,,
2012,ISSTA,International Symposium on Software Testing and Analysis,B,"Software engineering, System software and Programming language",,,
2012,Middleware,Conference on middleware,B,"Software engineering, System software and Programming language",,,
2012,WCRE,Working Conference on Reverse Engineering,B,"Software engineering, System software and Programming language",,,
2012,HotOS,USENIX Workshop on Hot Topics in Operating Systems,B,"Software engineering, System software and Programming language",,,
2012,PASTE,ACMSIGPLAN-SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,C,"Software engineering, System software and Programming language",,,
2012,APLAS,Asian Symposium on Programming Languages and Systems,C,"Software engineering, System software and Programming language",,,
2012,APSEC,Asia-Pacific Software Engineering Conference,C,"Software engineering, System software and Programming language",,,
2012,COMPSAC,International Computer Software and Applications Conference,C,"Software engineering, System software and Programming language",,,
2012,ICECCS,IEEE International Conference on Engineering of Complex Computer Systems,C,"Software engineering, System software and Programming language",,,
2012,SCAM,IEEE International Working Conference on Source Code Analysis and Manipulation,C,"Software engineering, System software and Programming language",,,
2012,ICFEM,International Conference on Formal Engineering Methods,C,"Software engineering, System software and Programming language",,,
2012,TOOLS,"International Conference on Objects, Models, Components, Patterns ",C,"Software engineering, System software and Programming language",,,
2012,PEPM,ACM SIGPLAN Symposium on Partial Evaluation and Semantics Based Programming Manipulation,C,"Software engineering, System software and Programming language",,,
2012,QRS,"International Conference on Software Quality, Reliability and Security",C,"Software engineering, System software and Programming language",,,
2012,SEKE,International Conference on Software Engineering and Knowledge Engineering,C,"Software engineering, System software and Programming language",,,
2012,ICSR,International Conference on Software Reuse,C,"Software engineering, System software and Programming language",,,
2012,ICWE,International Conference on Web Engineering,C,"Software engineering, System software and Programming language",,,
2012,SPIN,International SPIN Workshop on Model Checking of Software,C,"Software engineering, System software and Programming language",,,
2012,LOPSTR,International Symposium on Logic-based Program Synthesis and Transformation,C,"Software engineering, System software and Programming language",,,
2012,TASE,International Symposium on Theoretical Aspects of Software Engineering,C,"Software engineering, System software and Programming language",,,
2012,ICST,"The IEEE International Conference on Software Testing, Verification and Validation ",C,"Software engineering, System software and Programming language",,,
2012,ATVA,International Symposium on Automated Technology for Verification and Analysis,C,"Software engineering, System software and Programming language",,,
2012,ESEM,International Symposium on Empirical Software Engineering and Measurement,C,"Software engineering, System software and Programming language",,,
2012,ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,C,"Software engineering, System software and Programming language",,,
2012,SCC,International Conference on Service Computing,C,"Software engineering, System software and Programming language",,,
2012,ICSSP,International Conference on Software and System Process,C,"Software engineering, System software and Programming language",,,
2012,SIGMOD,ACM Conference on Management of Data,A,"Database, Data mining and Information retrieval",,,
2012,SIGKDD,ACM Knowledge Discovery and Data Mining,A,"Database, Data mining and Information retrieval",,,,
2012,SIGIR,International Conference on Research on Development in Information Retrieval,A,"Database, Data mining and Information retrieval",,,
2012,VLDB,International Conference on Very Large Data Bases,A,"Database, Data mining and Information retrieval","Database, Data mining and Information retrieval",,,
2012,ICDE,IEEE International Conference on Data Engineering,A,"Database, Data mining and Information retrieval",,,
2012,CIKM,ACM International Conference on Information and Knowledge Management,B,"Database, Data mining and Information retrieval",,,
2012,PODS,ACM SIGMOD Conference on Principles of DB Systems,B,"Database, Data mining and Information retrieval",,,
2012,DASFAA,Database Systems for Advanced Applications,B,"Database, Data mining and Information retrieval",,,
2012,ECML-PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,B,"Database, Data mining and Information retrieval",,,
2012,ISWC,IEEE International Semantic Web Conference,B,"Database, Data mining and Information retrieval",,,
2012,ICDM,International Conference on Data Mining,B,"Database, Data mining and Information retrieval",,,
2012,ICDT,International Conference on Database Theory,B,"Database, Data mining and Information retrieval",,,
2012,EDBT,International Conference on Extending DB Technology,B,"Database, Data mining and Information retrieval",,,
2012,CIDR,International Conference on Innovation Database Researc,B,"Database, Data mining and Information retrieval",,,
2012,WWW,International World Wide Web Conferences,B,"Database, Data mining and Information retrieval",,,
2012,SDM,SIAM International Conference on Data Mining,B,"Database, Data mining and Information retrieval",,,
2012,WSDM,ACM International Conference on Web Search and Data Mining,C,"Database, Data mining and Information retrieval",,,
2012,DEXA,Database and Expert System Applications,C,"Database, Data mining and Information retrieval",,,
2012,ECIR,European Conference on IR Research,C,"Database, Data mining and Information retrieval",,,
2012,WebDB,International ACM Workshop on Web and Databases,C,"Database, Data mining and Information retrieval",,,
2012,ER,International Conference on Conceptual Modeling,C,"Database, Data mining and Information retrieval",,,
2012,MDM,International Conference on Mobile Data Management,C,"Database, Data mining and Information retrieval",,,
2012,SSDBM,International Conference on Scientific and Statistical DB Management,C,"Database, Data mining and Information retrieval",,,
2012,WAIM,International Conference on Web Age Information Management,C,"Database, Data mining and Information retrieval",,,
2012,SSTD,International Symposium on Spatial and Temporal Databases,C,"Database, Data mining and Information retrieval",,,
2012,PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,C,"Database, Data mining and Information retrieval",,,
2012,APWeb,The Asia Pacific Web Conference,C,"Database, Data mining and Information retrieval",,,
2012,WISE,Web Information Systems Engineering,C,"Database, Data mining and Information retrieval",,,
2012,ESWC,Extended Semantic Web Conference,C,"Database, Data mining and Information retrieval",,,
2012,STOC,ACM Symposium on Theory of Computing ACM,A,Computer Science Theory,,,
2012,FOCS,IEEE Symposium on Foundations of Computer Science,A,Computer Science Theory,,,
2012,LICS,IEEE Symposium on Logic in Computer Science,A,Computer Science Theory,,,
2012,SoCG,ACM Symposium on Computational Geometry,B,Computer Science Theory,,,
2012,SODA,ACM-SIAM Symposium on Discrete Algorithms,B,Computer Science Theory,,,
2012,CAV,Computer Aided Verification,B,Computer Science Theory,,,
2012,CADE/IJCAR,Conference on Automated Deduction/The International Joint Conference on Automated Reasoning,B,Computer Science Theory,,,
2012,CCC,IEEE Conference on Computational Complexity,B,Computer Science Theory,,,
2012,ICALP,"International Colloquium on Automata, Languages and Programming",B,Computer Science Theory,,,
2012,CONCUR,International Conference on Concurrency Theory,B,Computer Science Theory,,,
2012,CSL,Computer Science Logic,C,Computer Science Theory,,,
2012,ESA,European Symposium on Algorithms,C,Computer Science Theory,,,
2012,FSTTCS,Foundations of Software Technology and Theoretical Computer Science,C,Computer Science Theory,,,
2012,IPCO,International Conference on Integer Programming and Combinatorial Optimization,C,Computer Science Theory,,,
2012,RTA,International Conference on Rewriting Techniques and Applications,C,Computer Science Theory,,,
2012,ISAAC,International Symposium on Algorithms and Computation,C,Computer Science Theory,,,
2012,MFCS,Mathematical Foundations of Computer Science,C,Computer Science Theory,,,
2012,STACS,Symposium on Theoretical Aspects of Computer Science,C,Computer Science Theory,,,
2012,FMCAD,Formal Method in Computer-Aided Design,C,Computer Science Theory,,,
2012,SAT,Theory and Applications of Satisfiability Testing,C,Computer Science Theory,,,
2012,ACMMM,ACM International Conference on Multimedia,A,Computer Graphics and Multimedia,,,
2012,SIGGRAPH,ACM SIGGRAPH Annual Conference,A,Computer Graphics and Multimedia,,,
2012,IEEE VIS,IEEE Visualization Conference,A,Computer Graphics and Multimedia,,,
2012,ICMR,ACM SIGMM International Conference on Multimedia Retrieval,B,Computer Graphics and Multimedia,,,
2012,i3D,ACM Symposium on Interactive 3D Graphics,B,Computer Graphics and Multimedia,,,
2012,SCA,ACM/Eurographics Symposium on Computer Animation,B,Computer Graphics and Multimedia,,,
2012,DCC,Data Compression Conference,B,Computer Graphics and Multimedia,,,
2012,EG,Eurographics,B,Computer Graphics and Multimedia,,,
2012,EuroVis,Eurographics Conference on Visualization,B,Computer Graphics and Multimedia,,,
2012,SGP,Eurographics Symposium on Geometry Processing,B,Computer Graphics and Multimedia,,,
2012,EGSR,Eurographics Symposium on Rendering,B,Computer Graphics and Multimedia,,,
2012,ICME,IEEE International Conference on Multimedia & Expo,B,Computer Graphics and Multimedia,,,
2012,PG,Pacific Graphics: The Pacific Conference on Computer Graphics and Applications,B,Computer Graphics and Multimedia,,,
2012,SPM,Symposium on Solid and Physical Modeling,B,Computer Graphics and Multimedia,,,
2012,CASA,Computer Animation and Social Agents,C,Computer Graphics and Multimedia,,,
2012,CGI,Computer Graphics International,C,Computer Graphics and Multimedia,,,
2012,ISMAR,International Symposium on Mixed and Augmented Reality,C,Computer Graphics and Multimedia,,,
2012,PacificVis,IEEE Pacific Visualization Symposium,C,Computer Graphics and Multimedia,,,
2012,ICASSP,"IEEE International Conference on Acoustics, Speech and SP",C,Computer Graphics and Multimedia,,,
2012,ICIP,International Conference on Image Processing,C,Computer Graphics and Multimedia,,,
2012,MMM,International Conference on Multimedia Modeling,C,Computer Graphics and Multimedia,,,
2012,GMP,Geometric Modeling and Processing,C,Computer Graphics and Multimedia,,,
2012,PCM,Pacific-Rim Conference on Multimedia,C,Computer Graphics and Multimedia,,,
2012,SMI,Shape Modeling International,C,Computer Graphics and Multimedia,,,
2012,AAAI,AAAI Conference on Artificial Intelligence,A,Artificial Intelligence and Pattern Recognition,,,
2012,CVPR,IEEE Conference on Computer Vision and Pattern Recognition,A,Artificial Intelligence and Pattern Recognition,,,
2012,ICCV,International Conference on Computer Vision,A,Artificial Intelligence and Pattern Recognition,,,
2012,ICML,International Conference on Machine Learning,A,Artificial Intelligence and Pattern Recognition,,,
2012,IJCAI,International Joint Conference on Artificial Intelligence,A,Artificial Intelligence and Pattern Recognition,,,
2012,COLT,Annual Conference on Computational Learning Theory,B,Artificial Intelligence and Pattern Recognition,,,
2012,NeurIPS,Annual Conference on Neural Information Processing Systems,B,Artificial Intelligence and Pattern Recognition,,,
2012,ACL,Annual Meeting of the Association for Computational Linguistics,B,Artificial Intelligence and Pattern Recognition,,,
2012,EMNLP,Conference on Empirical Methods in Natural Language Processing,B,Artificial Intelligence and Pattern Recognition,,,
2012,ECAI,European Conference on Artificial Intelligence,B,Artificial Intelligence and Pattern Recognition,,,
2012,ECCV,European Conference on Computer Vision,B,Artificial Intelligence and Pattern Recognition,,,
2012,ICRA,IEEE International Conference on Robotics and Automation,B,Artificial Intelligence and Pattern Recognition,,,
2012,ICAPS,International Conference on Automated Planning and Scheduling,B,Artificial Intelligence and Pattern Recognition,,,
2012,ICCBR,International Conference on Case-Based Reasoning,B,Artificial Intelligence and Pattern Recognition,,,
2012,COLING,International Conference on Computational Linguistics,B,Artificial Intelligence and Pattern Recognition,,,
2012,KR,International Conference on Principles of Knowledge Representation and Reasoning,B,Artificial Intelligence and Pattern Recognition,,,
2012,UAI,International Conference on Uncertainty in Artificial Intelligence,B,Artificial Intelligence and Pattern Recognition,,,
2012,AAMAS,International Joint Conference on Autonomous Agents and Multi-agent Systems,B,Artificial Intelligence and Pattern Recognition,,,
2012,ACCV,Asian Conference on Computer Vision,C,Artificial Intelligence and Pattern Recognition,,,
2012,CoNLL,Conference on Natural Language Learning,C,Artificial Intelligence and Pattern Recognition,,,
2012,GECCO,Genetic and Evolutionary Computation Conference,C,Artificial Intelligence and Pattern Recognition,,,
2012,ICTAI,IEEE International Conference on Tools with Artificial Intelligence,C,Artificial Intelligence and Pattern Recognition,,,
2012,ALT,International Conference on Algorithmic Learning Theory,C,Artificial Intelligence and Pattern Recognition,,,
2012,ICANN,International Conference on Artificial Neural Networks,C,Artificial Intelligence and Pattern Recognition,,,
2012,FGR,International Conference on Automatic Face and Gesture Recognition,C,Artificial Intelligence and Pattern Recognition,,,
2012,ICDAR,International Conference on Document Analysis and Recognition,C,Artificial Intelligence and Pattern Recognition,,,
2012,ILP,International Conference on Inductive Logic Programming,C,Artificial Intelligence and Pattern Recognition,,,
2012,KSEM,"International conference on Knowledge Science,Engineering and Management",C,Artificial Intelligence and Pattern Recognition,,,
2012,ICONIP,International Conference on Neural Information Processing,C,Artificial Intelligence and Pattern Recognition,,,
2012,ICPR,International Conference on Pattern Recognition,C,Artificial Intelligence and Pattern Recognition,,,
2012,ICB,International Joint Conference on Biometrics,C,Artificial Intelligence and Pattern Recognition,,,
2012,IJCNN,International Joint Conference on Neural Networks,C,Artificial Intelligence and Pattern Recognition,,,
2012,PRICAI,Pacific Rim International Conference on Artificial Intelligence,C,Artificial Intelligence and Pattern Recognition,,,
2012,NAACL,The Annual Conference of the North American Chapter of the Association for Computational Linguistics,C,Artificial Intelligence and Pattern Recognition,,,
2012,BMVC,British Machine Vision Conference,C,Artificial Intelligence and Pattern Recognition,,,
2012,CHI,ACM Conference on Human Factors in Computing Systems,A,Human-computer interaction and ubiquitous computing,,,
2012,UbiComp,ACM International Conference on Ubiquitous Computing,A,Human-computer interaction and ubiquitous computing,,,
2012,CSCW,ACM Conference on Computer Supported Cooperative Work and Social Computing,B,Human-computer interaction and ubiquitous computing,,,
2012,IUI,ACM International Conference on Intelligent User Interfaces,B,Human-computer interaction and ubiquitous computing,,,
2012,ITS,ACM International Conference on Interactive Tabletops and Surfaces,B,Human-computer interaction and ubiquitous computing,,,
2012,UIST,ACM Symposium on User Interface Software and Technology,B,Human-computer interaction and ubiquitous computing,,,
2012,ECSCW,European Computer Supported Cooperative Work,B,Human-computer interaction and ubiquitous computing,,,
2012,MobileHCI,International Conference on Human Computer Interaction with Mobile Devices and Services,B,Human-computer interaction and ubiquitous computing,,,
2012,GROUP,ACM Conference on Supporting Group Work,C,Human-computer interaction and ubiquitous computing,,,
2012,ASSETS,ACM SIGACCESS Conference on Computers and Accessibility,C,Human-computer interaction and ubiquitous computing,,,
2012,DIS,ACM Conference on Designing Interactive Systems,C,Human-computer interaction and ubiquitous computing,,,
2012,GI,Graphics Interface conference,C,Human-computer interaction and ubiquitous computing,,,
2012,MobiQuitous,"International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",C,Human-computer interaction and ubiquitous computing,,,
2012,PERCOM,IEEE International Conference on Pervasive Computing and Communications,C,Human-computer interaction and ubiquitous computing,,,
2012,INTERACT,IFIP TC13 Conference on Human-Computer Interaction,C,Human-computer interaction and ubiquitous computing,,,
2012,CoopIS,International Conference on Cooperative Information Systems,C,Human-computer interaction and ubiquitous computing,,,
2012,ICMI,ACM International Conference on Multimodal Interaction,C,Human-computer interaction and ubiquitous computing,,,
2012,IDC,Interaction Design and Children,C,Human-computer interaction and ubiquitous computing,,,
2012,AVI,International Working Conference on Advanced User Interfaces,C,Human-computer interaction and ubiquitous computing,,,
2012,UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,C,Human-computer interaction and ubiquitous computing,,,
2012,RTSS,Real-Time Systems Symposium,A,"Frontier, intersection and integration",,,
2012,EMSOFT,International Conference on Embedded Software,B,"Frontier, intersection and integration",,,
2012,ISMB,International conference on Intelligent Systems for Molecular Biology,B,"Frontier, intersection and integration",,,
2012,CogSci,Cognitive Science Society Annual Conference,B,"Frontier, intersection and integration",,,
2012,RECOMB,International Conference on Research in Computational Molecular Biology,B,"Frontier, intersection and integration",,,
2012,BIBM,IEEE International Conference on Bioinformatics and Biomedicine,B,"Frontier, intersection and integration",,,
2012,AMIA,American Medical Informatics Association Annual Symposium,C,"Frontier, intersection and integration",,,
2012,APBC,Asia Pacific Bioinformatics Conference,C,"Frontier, intersection and integration",,,
2012,COSIT,International Conference on Spatial Information Theory,C,"Frontier, intersection and integration",,,
